text,label
"Hello everyone! SFPA is hosting a trampoline social at Rush Athens this Thursday, April 17th at 6pm, and we are covering admission for the first 20 people that sign up. Use this link to RSVP, if we have more people sign up than we can accommodate, we will be creating a waitlist. https://docs.google.com/forms/d/e/1FAIpQLSegXXM9sbe9rW-JBNtgONmQUyS-6YdYPpc5cea5fNCEMdGBmQ/viewform",ham
'Blue Vault @SFPA' is starting now,ham
"https://teams.microsoft.com/l/meetup-join/19%3ameeting_MzU2YzliZjMtZGM0YS00NjJjLTgyMzktZWUzMjYwMzUyZTQ5%40thread.v2/0?context=%7b%22Tid%22%3a%22a8216c1e-4d63-4352-8c3b-50fa1f1475b1%22%2c%22Oid%22%3a%22da46839d-9e29-4f54-b3b6-3fea5031e2d2%22%7d ^ Teams link for tonight’s meeting at 6pm, see you soon!",ham
'Blue Vault @SFPA' is starting in 2 hours,ham
"Megan O’Rourke, People Operations Manager at Capital Investment Advisors wants to share the following information with you all about the position: “In this role, an Investment Associate would be working closely with a dedicated team of Advisors to partner with them and grow into the Advisor seat. Job functions include trading support, helping to conduct portfolio reviews/analyses, contributing to prospect/annual review meetings with clients, preparing materials for meetings with clients, etc. This is a great opportunity for any students that know they want to sit in the Investment Advisor seat one day!”",ham
'Blue Vault @SFPA' is starting in 1 day,ham
^ The FP Alumni Board wants know how they can become more active in the program and provide more value to students in financial planning. Please fill out the google form to provide your insights!,ham
https://docs.google.com/forms/d/e/1FAIpQLSd9sGW_iP8Prisdhznri9mrZijsrLzs239NySvVjakufHf-HQ/viewform,ham
"What’s up SFPA fam, I am running for President of the Graduate Student Association if you can take a second and spread the word to vote for me to any of your friends in Grad School! Or if you are in Grad school to take a look at the ballot. Thanks! https://uga.campuslabs.com/engage/submitter/election/start/680393",ham
"Good afternoon, Capital Investment Advisors, a firm based in ATL and was present for the RIA day is seeking to hire 3 Investment Advisor Associates (at least 1 from UGA). Link to apply is provided above ^",ham
https://yourwealth.applytojob.com/apply/8fwLTkWGyy/Investment-Associate,ham
"Happy Sunday everyone! Just a reminder that our next VIRTUAL meeting with Blue Vault is this Tuesday, April 8th, from 6-7pm on Teams. We will post the link 1 hour before it starts. Please dress business casual and have a couple of questions prepared! As always, feel free to reach out to me or any of the E-board if you have any questions. We hope to see you there!",ham
Alondra Gonzalez created event 'Blue Vault @SFPA',ham
'SigFD @SFPA' is starting in 2 hours,ham
'SigFD @SFPA' is starting in 1 day,ham
Chickfila at the meeting this Tuesday,ham
"Hi everyone! Just a reminder that our next meeting with SignatureFD is this Tuesday, April 1st, from 6-7pm in Dawson 208. Dinner will be provided, so be sure to RSVP so we can get an accurate headcount! Please dress business casual and bring a couple of resumes for post-meeting networking. As always, feel free to reach out to me or any of the E-board if you have any questions. We hope to see you there!",ham
Alondra Gonzalez created event 'SigFD @SFPA',ham
We’ll be there from 1:50-5:50pm tonight if you want to come by VITA!,ham
Yes,ham
Are walk ins allowed at VITA? I checked to make an appointment but none were available.,ham
Have mercy on an old man like me,ham
Zero ball knowledge @Josh Brumbach,ham
Zane for president,ham
Gotta scroll all the way to page 2 to find @Josh Brumbach bracket,ham
🥱🥱,ham
Registration for the FP Celebration is officially open! It will be at the botanical gardens from 6:30-8:30 on April 25th. Student registration is only $15,ham
https://www.fcs.uga.edu/financial-planning/2025fpc,ham
Friendly reminder that applications for next years E-board are due TODAY at midnight!,ham
Anyone can come but u may have to stand,ham
If you hosted earlier can we automatically come?,ham
Yes,ham
Same goes for me,ham
I also had something come up so if you are available feel free to take my spot,ham
"Happy RIA Day, everyone! If you’ve registered for the panel, we can’t wait to see you all there. Make sure to dress business casual and bring a few copies of your resume for networking, and we will see you around 12:45! And for yet another opportunity for professional development, our executive board applications are open through tomorrow at 11:59 PM. If you’re even considering applying, I highly recommend taking the leap!",ham
Does anyone want my RIA day spot? I can’t go anymore😭😭,ham
"If you registered for the panel discussion but didn’t receive an email, Dr.Thomas said you should email him and he’ll double check to make sure he didn’t miss you.",ham
You can ask any of the SFPA eboard or email Dr Thomas since they’ll know a lot more about that than me,ham
"I honestly don’t know, but I feel like you should be good as long as you signed the Google form/excel sheet",ham
"So if I didn’t receive one of those emails, my registration spot got taken?",ham
Business casual,ham
What will the dress code be for RIA day?,ham
"Charles Schwab is offering a $15,000 scholarship to any financial planning student who is seeking employment in the RIA industry. Applications close on May 2nd",ham
https://advisorservices.schwab.com/riata-student-scholarship,ham
Friendly reminder that applications for next years E-board are due this Wednesday (3/26) at midnight,ham
MARCH MADNESS UPDATE: Winner of the SFPA bracket challenge will now receive a free-shirt alongside $100 cash! Brackets close in 2 hours!,ham
Please make a bracket! (It costs nothing to enter) Password is: UGASFPA,ham
It’s that time of the year yall 🏀 our member @David McAlister made an SFPA March Madness Bracket challenge. Winner will get a free t-shirt. Hope to see some interesting sleepers,ham
https://fantasy.espn.com/tc/sharer?challengeId=257&from=espn&context=GROUP_INVITE&edition=espn-en&groupId=f47abe2c-d54f-480f-b70b-79cb196cb9cd&joinKey=903ca3e2-b5fb-30d5-ad8c-3531628fe4fb,ham
"Happy St. Patty’s Day! ☘️ Next week Tuesday, March 25th is RIA Day and we would love to see as many students possible come out to the RIA panel. This event is a unique opportunity to where you’ll have the chance to interact with professionals from Schwab and gain insights into real-world practices in financial planning. I encourage you to register as soon as possible to secure your spot. We aim to fill the room to show the strength and engagement of our student body. You can register here: https://outlookuga-my.sharepoint.com/:x:/g/personal/mgt18038_uga_edu/EXyyyFW5PlpPv9ox40wB4UMBeuoFBEkCuso2R86NuK8YEA Please aim to register by this Friday, March 21st. We hope to see you there!",ham
"SFPA Executive board applications for next year are officially open. Applications are due on March 26th. Please reach out to Deniella, Alondra, or, myself if you have any questions about the process",ham
https://forms.gle/jhWkPweQwXyuuFx6A,ham
"I personally have volunteered the last two years and have had such a fun time, so definitely consider volunteering!",ham
"Hello everyone! April is fast approaching and also financial literacy month. This year, financial literacy week is being hosted from April 7-11, and we are looking for volunteers! EVERYONE who is interested or has already told of their involvement or submitted a request at the last event night needs to fill out the form so we have enough t-shirts for everyone. Final orders need to be in by 3/21 but even if you’re remotely interested, fill out the form anyways so we can have a rough count. Kiana Drummond is the point of contact for all volunteers so if you have any questions please reach out to her: kiana.drummond@uga.edu",ham
"Good evening everyone! On April 25th, we will be hosting the annual Financial Planning Banquet at the beautiful Botanical Gardens here in Athens. If you are interested in volunteering, please fill out the Google form above (Note: volunteering is taken into great consideration when e-board applications open up.)",ham
https://docs.google.com/forms/d/1X1Y4_YK_ace3JyyIuXAGJAX4pQq2MXOzxY5ky2mi8-Q/edit,ham
"Message from Melissa McBride: Today is another chance to your professional headshot taken! Please stop by Cal Powell’s office, 224 Dawson Hall, in the Dean’s Office suite, from 1:30pm to 2:30pm to get a professional headshot taken.",ham
'Trivia Night @SFPA' is starting in 2 hours,ham
"Wear whatever you want to tonight by the way, no need for business attire!",ham
"Hi everyone, my name is Charan and I am a senior at UGA. I am part of the Terry Student Researchers club, and we are researching the housing crisis in Athens. If y’all can fill out this survey, that would be great. (Note: If you are a resident of Athens,GA your input is very valuable to our study.) https://ugeorgia.ca1.qualtrics.com/jfe/form/SV_bQ0MJSfB0I1lY4C",ham
Mellow mushroom tonight and free prizes for winners of trivia tn 😎,ham
'Trivia Night @SFPA' is starting in 1 day,ham
"Happy Monday! I hope you guys all had an awesome spring break, just a reminder that TOMORROW we have our trivia night! Come test your knowledge for a chance to win some pretty cool prizes (t-shirts, plushies, totes, bucket hats, and a mini speaker? 👀) Casual dress. Dawson 208. Dinner is provided. We hope to see you there!",ham
Alondra Gonzalez created event 'Trivia Night @SFPA',ham
"Hey guys! The Student Government Association and the Beach Volleyball Club are gathering data on student interest surrounding the construction of beach volleyball courts on campus for recreational use. If you’d like to support the constructions, kindly fill out this form! https://docs.google.com/forms/d/e/1FAIpQLSfO6Ezt37PVTQfwtOFWI1hIdDEIKMtlbrABMjfCo1Q-EQ-dRw/viewform",ham
'Elwood & Goetz @SFPA' is starting in 2 hours,ham
'Elwood & Goetz @SFPA' is starting in 1 day,ham
"I think they said they would email them or post them on their eLC soon, I can reach out to them and ask as well",ham
Hey! Could y’all post the slides for the Welcome Back event that was held on Thursday?,ham
"Hi everyone! Just a reminder that our next meeting with Elwood and Goetz is TOMORROW, this Tuesday, February 25th, from 6-7pm in Dawson 208. Dinner will be provided, so be sure to RSVP so we can get an accurate headcount! Please dress business casual and bring a couple of resumes for post-meeting networking. As always, feel free to reach out to me or any of the E-board if you have any questions. We hope to see you there!",ham
Alondra Gonzalez created event 'Elwood & Goetz @SFPA',ham
"Hi everyone! If you’ve got time, feel free to stop by the financial planning welcome back event happening today, 5:30-7:30 in Dawson 116!",ham
Self-nominations are allowed! ^,ham
"Hi everyone! Here is a message from Melissa McBride about the upcoming Financial Planning Banquet: “Please take a few moments to fill out a quick nomination survey. Your insights will guide us in recognizing amazing students, faculty, and alumni during this year's festivities. Here is the link to the survey: https://forms.office.com/r/dyGPee1CfM Please submit your nominations by Friday, February 28th. Your input is highly valued and makes a difference.”",ham
I could be wrong but I think it’s only in the fall,ham
"hey! ive been trying to find out when the FP/FHCE career fair is, need to go to a couple career fairs for 5900E, anyone got that information?",ham
^^ Here's the link to apply for the investment mgmt role at John Hancock!,ham
https://www.linkedin.com/jobs/view/4151489092/,ham
"Huge thanks to everyone who came out last night! Here's the application link to the FinServ Foundation, a fantastic networking opportunity and resume builder.",ham
https://finservfoundation.org/application,ham
'John Hancock @SFPA' is starting in 2 hours,ham
"Pizza AND Dessert tonight, hope to see yall there 😎",ham
'John Hancock @SFPA' is starting in 1 day,ham
"Happy Sunday everyone! Just a reminder that our next meeting is with John Hancock this Tuesday, February 11th, from 6-7pm in Dawson 208. Dinner will be provided, so be sure to RSVP so we can get an accurate headcount! Please dress business casual and bring a couple of resumes for post-meeting networking. As always, feel free to reach out to me or any of the E-board if you have any questions. We hope to see you there!",ham
Alondra Gonzalez created event 'John Hancock @SFPA',ham
"Happy Super Bowl Sunday everyone! For those of you looking for more conferences to attend, the FPA Georgia branch just opened their early registration for their Symposium. The conference is on May 1st at the Hyatt Center in ATL. Great networking opportunities, and up to 7hrs of CE credits for CFP grads.",ham
https://fpaga.org/meetinginfo.php?id=222&ts=1738873529,ham
"For those of you who did not attend our last meeting, the Financial Therapy Association (FTA) is hosting their next conference right in our backyard in Athens, GA! The conference will take place June 9th-11th, and I’ve provided a link to register above. Please reach out to Dr.Ford if you are interested in volunteering at the event or applying for an FTA scholarship!",ham
https://financialtherapyassociation.org/education/conference-2025/,ham
"On Handshake you can filter through the firms by what major they’re hiring, so you’ll get mostly financial planning firms like Cannon, Raymond James, Fisher Investments, Higginbotham, etc. which are good firms to start with in your search!",ham
Going to career fair tomorrow and was curious if y’all recommend any certain employers.,ham
Thanks!,ham
"^ For those of you who are looking for employment after graduation and attending our meeting next Tuesday with John Hancock, we highly recommend applying to the role prior to the meeting!",ham
https://careers.manulife.com/global/en/job/JR25011414/Internal-Sales-Consultant,ham
"JOB OPENING ALERT: If you are seeking full-time employment, Georgia Financial Advisors is seeking an associate in the Atlanta and Savannah area. If you are interested, email Ryan King @ryan.king@georgiafa.com and apply via their website, LinkedIn, or Handshake.",ham
https://www.linkedin.com/jobs/view/4138820209/,ham
"Good evening everyone! For those of you who seeking networking opportunities, the Michigan FPA Board is holding a student success summit from 9 am-3 pm ETA this Friday on Zoom. Highly recommend making an appearance if you're looking for a full-time job/internship!",ham
https://www.financialplanningassociation.org/event/fpa-mi-2025-student-success-summit,ham
"Here is the Teams link, we’ll see you at 6pm! msteams://teams.microsoft.com/l/meetup-join/19:meeting_Y2UzN2RmNGYtZTA2OS00N2I3LTlmNjgtODA1ZWY0YjY2ZjAy@thread.v2/0?context=%7b%22Tid%22%3a%22a8216c1e-4d63-4352-8c3b-50fa1f1475b1%22%2c%22Oid%22%3a%22c4773031-8926-4f3c-964c-f7e6693efea9%22%7d&anon=true&deeplinkId=190a657e-e75d-43ce-bd6f-38d0429e0fc8&launchAgent=join_launcher&type=meetup-join&directDl=true&msLaunch=true&enableMobilePage=true&suppressPrompt=true&fqdn=teams.microsoft.com",ham
Mellow mushroom tonight! Hope to see yall there,ham
Created new poll 'Will you be at our Alumni Panel meeting this Tuesday?',ham
"Happy Sunday! Just a quick reminder about our meeting this Tuesday, you can attend either in person (make sure to dress business casual) or via Teams (we will send out the link 1 hour prior). Mellow Mushroom will be provided for those in person, please be sure to fill out the poll to ensure we have enough. Also, if you haven’t paid your dues yet please do so here: https://ugapac.evenue.net/item/TATE2425/MEM.SFPAS As always, please reach out if you have any questions, and we look forward to seeing you all there!",ham
Here are all the members of the alumni board! To clarify… These members will be in person: - Chase Mouchet - Melanie Taylor - Roman Shlyakhetko These members will be virtual: - Alex Alba - Thomas Schorn - David Ward I highly encourage you to research them ahead of time and connect with them on LinkedIn!,ham
"Good morning everyone, hope you all are staying warm! Next Tuesday (1/28) at 6pm, we will be hosting a Q&A panel with the UGA FP Alumni board. The meeting will be in Dawson Hall in room 208 from 6-7 pm. The meeting will also be available via Microsoft Teams, and we will send out a link to the meeting later this week. Below, I have provided a google form for you all to send questions before the meeting: https://forms.gle/LUSLt59WzVwZv3sg8 Please feel free to send as many questions as you want! Participation is encouraged.",ham
Huge thanks to everyone who came out tonight!,ham
'Merrill Lynch @SFPA' is starting in 2 hours,ham
hey is anyone selling or have their textbook from fhce4200 or fhce4230? thanks!,ham
'Merrill Lynch @SFPA' is starting in 1 day,ham
"Happy Sunday everyone! Just a reminder that we have our FIRST meeting of the semester with Merrill Lynch this Tuesday, January 14th, from 6-7pm in Dawson 208. Dinner will be provided, so be sure to RSVP so we can get an accurate headcount! Please dress business casual and bring a couple of resumes for post-meeting networking. As always, feel free to reach out to me or any of the E-board if you have any questions. We hope to see you there!",ham
Alondra Gonzalez created event 'Merrill Lynch @SFPA',ham
"Happy FDOC everyone! I hope you all had a relaxing holiday break. Here are a couple of announcements to kick off the new semester: 1. Our first meeting of the semester will be hosted by Merrill Lynch on January 14th in Dawson Hall Room 208 at 6 pm. Attire is business casual and food will be provided. If you have any questions prior to the meeting, reach out to me or @Deniella T. Follow us on Instagram and LinkedIn for more updates. 2. The Athens Student Investors Club (ASIC) will host their first meeting on January 13th at 7:30 pm in MLC Room 350. The meeting will be led by guest Speaker Dr. Caleb brown who will cover an introduction to investing and careers in the field. Contact the newly elected ASIC president Logan Mills @loganmills037@gmail.com or join the GroupMe below for more information: https://groupme.com/join_group/95688799/SD3QEi54 Best of luck during syllabus week everyone!",ham
"Hey, does anyone have a investment planning and/or retirement planning textbooks they are willing to sell? ￼",ham
"Congrats to all the Financial Planning graduates today! I watched the livestream from my desk, and I honestly can't tell you all how proud I am. Welcome to the FP Alumni family, and, as always, GO DAWGS!!!!!",ham
"Feel free to apply here if you are interested, first deadline is December 14: https://www.dedicatedwealth.com/pathways",ham
"Dedicated Wealth Partners is offering a paid, fully remote internship program, the DWP Pathways Program, for students interested in financial planning. This program provides hands-on experience in client acquisition, financial analysis, plan creation, and plan delivery. We’re looking for highly motivated undergraduate (juniors and seniors as of Fall 2024) and graduate students pursuing degrees in financial planning, finance, or business-related fields. - Shared a document: https://group.me/AhEWTsv4vc0Q5",ham
Hi everyone and happy last day of class! Here is a remote opportunity for any juniors and seniors still looking for an internship,ham
Anyone willing to buy my NORTH campus deck permit for winter quarter should text me please,ham
Hey! I’m also looking for someone selling a GA tech ticket,ham
"Happy Sunday! If you are still looking for job opportunities, Strategic Financial Planning, Inc. has an opening in their Plano, TX office for a full-time, virtual/remote Associate Financial Planner role. If you are interested or have any questions, feel free to contact Bryan Lee at blee@strategicfp.com",ham
Shared a document: https://group.me/3TxurB8op9Hj00,ham
And please don’t even try with the fake ID’s 🤦🏼‍♂️,ham
Hello everyone! Join us this Saturday for a gameday watch party at Athentic Brewery at 12 pm!,ham
"As a reminder, the elc page is for dues paying members, so if you paid dues and aren't on it, please let our VP, Alondra, know.",ham
"Hey everyone! I hope y'all are having a good last full week of classes. I just wanted to let y'all know that I uploaded the FPA panel to the SFPA eLC if you missed it and want to learn more about the industry. Also, the moderator Allison Doty asked me to share her contact info in case anyone wants to reach out! Here's her email: Adoty@capsouthpartners.com",ham
https://us02web.zoom.us/j/81805758713 ^ Zoom link to join! We will see you all in at 6pm!,spam
'FPA Panel @SFPA' is starting in 1 hour,ham
'FPA Panel @SFPA' is starting in 1 day,ham
"If anyone wants to submit a question between now and the panel, please use this link! https://app.sli.do/event/e3Wor785WVUCGZgqvLauF9/live/questions The Zoom link for the meeting will be provided tomorrow. I'm looking forward to seeing everyone virtually!",ham
https://docs.google.com/forms/d/e/1FAIpQLSfxan34OUhoYBYcWROA9yaWWx3I9OyeDs8ZLFHLIXUvwAoRyQ/viewform,ham
Reminder to submit any questions you have for the panel before Tuesday! We look forward to seeing you all there for our final meeting of the semester!,ham
Alondra Gonzalez created event 'FPA Panel @SFPA',ham
Happy Tuesday! Our final meeting this semester is a virtual panel featuring a few speakers from FPA. Feel free to research them and leave any questions you may have before the event in the Google Form below: https://docs.google.com/forms/d/e/1FAIpQLSfxan34OUhoYBYcWROA9yaWWx3I9OyeDs8ZLFHLIXUvwAoRyQ/viewform Please be sure to RSVP below. We will send out the Zoom link the day of!,ham
"Hey everyone, I am working on a flyer/pamphlet on experiences during your first time attending a conference. We are trying to come up with a way to help people obtain take away as much as they can from their experiences. If you don't mind filling out this quick survey that would be highly appreciated. https://docs.google.com/forms/d/e/1FAIpQLSetqXeB4sXj7tZQ8DdCXPgb-lnsvy7MU3QUgCYMlEvjoGjFeA/viewform?usp=sf_link",ham
See you all at 6pm for Homrich Berg!,ham
"Hey everyone, please RSVP in the poll above if you plan on attending the Homrich Berg presentation this Tuesday. We are ordering Chick fil a for this meeting and want to be sure we are providing enough food for everyone",ham
"Hi everyone! Just a reminder that we have our next meeting with Homrich Berg this Tuesday, October 29th, from 6-7pm at Dawson 208! CFA dinner will be provided, so be sure to RSVP so we can get an accurate headcount! Please dress business casual and bring a couple resumes for post-meeting networking! Please also fill out the T-Shirt poll if you haven’t already so we can anticipate demand! Have a great weekend!",ham
Alondra Gonzalez created event 'Homrich Berg @SFPA',ham
"Good afternoon! Application to be a Financial Service Provider for the Love and Money Center during Spring 2025 is now open! This is a great opportunity to apply your in-class learning and knowledge in real life and make a positive impact on people's life! Deadline to apply is November 8, 2024. https://docs.google.com/forms/d/e/1FAIpQLSdE5-AHSEmgigA4ayG-ekrZGPUDrxhVQD_LbeGyiAQvBJoB9Q/viewform I HIGHLY recommend applying for this opportunity! I’m currently one of the service providers, so if anyone has any questions/concerns, I could try to help!",ham
Please be sure to respond by the end of the week!,ham
Good morning! We’ve been working hard to get t-shirts out to you all but first we need to know if you’d be interested in purchasing one! They’re dark green with SFPA on the front and a cool graphic designed by Kailtyn on the back! Please respond to the poll to make sure you are accounted for (an official order form will be sent out later),ham
Created new poll 'Are you interested in buying an SFPA shirt?',ham
"Good evening everyone! Above I have attached a link to an internship opportunity from BlueVault, which is a national alternative investments services firm. Deadline to apply is November 1st. Here’s what Caroline from BlueVault sent me regarding compensation in this role: “To address the question about compensation for the internship: We are not paying an hourly fee starting off. However, the ""goals"" they would need to hit to be compensated are not like a typical sales job model. For example, once an intern makes 50 calls or gathers info about a minimum number of advisors, they will be compensated. Additionally, we will pay commission on any Summit registration received, but we will also pay a bonus for certain milestones met. For example, once an intern gathers certain information from a minimum number of advisors, a bonus will be paid. So there are actually two ways to be compensated.”",ham
Shared a document: https://group.me/31Xf6Mz9ZfX7jb,ham
If anyone has had experience with a wealth management case study during an interview process I’d love to hear about what that question and your response entailed.,ham
Thank you!,ham
SigFd reached out to individuals that reached out to them showing interest in their program after the Career Fair. I'm not sure if they are still looking for students for the event but I would recommend emailing Erin Bruce in case there's space. Here's her email erin.bruce@signaturefd.com,ham
where can i get more info on that? Thanks!,ham
"If you're going to the SigFD intern for a day event on friday and are interested in carpooling from Athens, please reach out to me!",ham
https://www.google.com/search?q=plantation+inn+houma+la&oq=plantation+inn+houma&gs_lcrp=EgZjaHJvbWUqCggAEAAY4wIYgAQyCggAEAAY4wIYgAQyEwgBEC4YrwEYxwEYgAQYmAUYmQUyBggCEEUYOTIGCAMQRRg7MgcIBBAAGIAEMgYIBRBFGDwyBggGEEUYPDIGCAcQRRg80gEINzM0NWowajeoAgCwAgA&sourceid=chrome&ie=UTF-8,ham
"Hey guys I’m working on marketing for a small hotel in Houma, La and I need to boost its Google rankings which currently are 3.9 stars. If you have time could you leave a 5 star review for it on Google?",ham
"Happy Monday! On October 23 at 12pm EST, there will be a virtual FPA presentation led by Christine Hargrove, PhD, titled, ""Understanding and Working with Your Clients with ADHD"". This is a great opportunity to learn more about neurodivergent clients, what that looks like and strategies to improve the client experience. Anyone is welcome to attend, whether they are an FPA member or not, and you can do so by joining the Zoom on Wednesday at 12pm here: https://financialplanningassociation-org.zoom.us/j/97496071933?pwd=Cd3suDDNQGRj7D3ACgX8lKVTrvZn0n.1 If you have any questions or want more information, feel free to reach out to me or Dr. Watkins!",spam
^ if you’re comfortable sharing of course,ham
Hey yall! DM me if you’ve accepted any internship/full-time employment recently,ham
"Additionally, the Child Development McPhaul Center has invited SFPA to dress up and do trick or treating for children in Athens! It’ll be at Dawson Hall from 9-10am on Halloween. If anyone wants to participate with us, dm me or @Deniella T.",ham
"Good afternoon everyone, For those interested in the double dawgs program, here’s a link to an info session that Dr.Archuleta made this fall on YouTube: https://youtu.be/8s1P1ekmu_o",ham
"Looking to pass my 4 Sabrina Carpenter Concert Tickets as I got mixed up in my schedule 22,Oct 2024 at Atlanta State Farm Arena Georgia, USA Hmu if you’re interested +1 508-938-1750",spam
'Game & PD Night' is starting in 2 hours,ham
Feel free to just show up! We ask people to RSVP to make sure we have enough food for everyone but I think we’ll be good for tonight,ham
Sweet! How do I RSVP for 3?,ham
100%! The more the merrier,ham
I would like to attend (plus 2 others from our dept) but I'm not a member of SFPA. Is that permitted?,ham
6pm! Dawson Hall 208,ham
Is there anyone in here that has taken FHCE 7200 and has a quizlet or good study materials?,ham
What time tonight?,ham
"Good morning everyone! Just a quick reminder that tonight’s meeting is casual (no need to dress to impress!) and there will be no firm presenting. This meeting is just meant for us to get to know y’all better and to answer any questions yall have about networking or professional development. And yes, pizza will be provided. Hope to see yall there!",ham
'Game & PD Night' is starting in 1 day,ham
Alondra Gonzalez created event 'Game & PD Night',ham
"Hi! Just a reminder that we have our next meeting this Tuesday, October 15th, from 6-7pm at Dawson 208! This will be a casual game and professional development night full of fun and resources we wish we knew about sooner! Dress code is CASUAL!! Dinner is also provided, so be sure to RSVP so we can get an accurate headcount. We look forward to seeing you all there!",ham
I’m selling my South Campus Parking Permit…. Please text if you’re interested ((936) 323-2780),spam
"Also if you're going to Grindhouse with Endurance after the career fair, taking the Milledge bus is the easiest way to get there.",ham
"If you're doing some last minute prep for the career fair tomorrow, I highly recommend taking a look at these slides!",ham
'Cannon/Resume Wkshp @SFPA' is starting in 2 hours,ham
Reminder about tomorrow's employer lunch: this is a great opportunity for FREE food and to connect with financial planning professionals!,ham
'Cannon/Resume Wkshp @SFPA' is starting in 1 day,ham
"We look forward to seeing you all tomorrow! Remember to dress business casual, bring your resumes, and dinner will be provided :)",ham
"Happy Monday! We have decided to add more timeslots for tomorrow’s resume review, so feel free to sign up if you haven’t had a chance to already! All time slots are now 10 minutes long, please review the sheet for any time changes if you had already signed up! https://docs.google.com/spreadsheets/u/0/d/1wmgjXqOrdIZQTC1ZEFkAZgGu4yucnoT-uT5LkgOMIKg/htmlview",ham
"Hi everyone! I'm excited to share an opportunity for lunch with professionals after next week's Career Fair. Endurance Planning Group is sponsoring a lunch at Grindhouse for interested students. Endurance is an Ameriprise firm, based in Marietta, Georgia. SFPA Alums Leslie Padilla and Rob Burgess will be in attendance as well as the firm's managing partner, Peter Wilder. The lunch will take place at Grindhouse on October 9th at 1:30pm. Please RSVP to me as soon as possible and feel free to invite other students interested in internships or full-time opportunities. Thank you!",ham
"And if you haven't already, please sign up for a time slot on the google doc. I just pinned it.",ham
"Good morning, everyone! I want to highlight the importance of tomorrow's resume review session. With the Career Fair coming up on Wednesday, our meeting is a great chance to ask industry professionals how to present yourself effectively. Getting their feedback could really enhance your resume and help you stand out. Also, if you have any questions about what to expect or how to prepare for tomorrow, please do not hesitate to ask anyone on the e board!",ham
